source,article,content,road_tag_code,infr_tag_code,man_tag_code,env_tag_code,commands,prohibitions
中华人民共和国道路交通安全法实施条例,49.1.7,机动车在陡坡，不得掉头。,/root/道路/陡坡,/root,/root,/root,,掉头
中华人民共和国道路交通安全法实施条例,49.1.8,机动车在隧道，不得掉头。,/root/道路/隧道,/root,/root,/root,,掉头
中华人民共和国道路交通安全法实施条例,49.1.9,机动车在容易发生危险的路段，不得掉头。,/root/道路/路段;/root/道路/容易发生危险的道路,/root,/root,/root,,掉头
中华人民共和国道路交通安全法实施条例,49.2,机动车在没有禁止掉头或者没有禁止左转弯标志、标线的地点可以掉头，但不得妨碍正常行驶的其他车辆和行人的通行。,/root,/root/基础设施/缺少交通标线/无禁止左转标线;/root/基础设施/缺少交通标线/无禁止掉头标线;/root/基础设施/缺少交通标志/无禁止掉头标志;/root/基础设施/缺少交通标志/无禁止左转标志,/root,/root,,妨碍正常行驶的其他车辆和行人的通行
中华人民共和国道路交通安全法实施条例,50.1.1,机动车倒车时，应当察明车后情况，确认安全后倒车。,/root,/root,/root,/root,察明车后情况，确认安全后倒车,
中华人民共和国道路交通安全法实施条例,50.1.2,不得在铁路道口倒车。,/root/道路/铁路道口,/root,/root,/root,,倒车
中华人民共和国道路交通安全法实施条例,50.1.3,不得在交叉路口倒车。,/root/道路/交叉口,/root,/root,/root,,倒车
中华人民共和国道路交通安全法实施条例,50.1.4,不得在单行路倒车。,/root/道路/单向通行,/root,/root,/root,,倒车
中华人民共和国道路交通安全法实施条例,50.1.5,不得在桥梁倒车。,/root/道路/桥梁,/root,/root,/root,,倒车
中华人民共和国道路交通安全法实施条例,50.1.6,不得在急弯倒车。,/root/道路/急转弯,/root,/root,/root,,倒车
中华人民共和国道路交通安全法实施条例,50.1.7,不得在陡坡倒车。,/root/道路/陡坡,/root,/root,/root,,倒车
中华人民共和国道路交通安全法实施条例,50.1.8,不得在隧道中倒车。,/root/道路/隧道,/root,/root,/root,,倒车
中华人民共和国道路交通安全法实施条例,51.1,"机动车通过有交通信号灯控制的交叉路口，应当按照下列规定通行：
(一)在划有导向车道的路口，按所需行进方向驶入导向车道；",/root/道路/交叉口,/root/基础设施/有交通信号灯;/root/基础设施/有交通标线/导向箭头,/root,/root,按所需行进方向驶入导向车道,
中华人民共和国道路交通安全法实施条例,51.2,"机动车通过有交通信号灯控制的交叉路口，应当按照下列规定通行：
(二)准备进入环形路口的让已在路口内的机动车先行；",/root/道路/交叉口/环形交叉口,/root/基础设施/有交通信号灯,/root,/root,准备进入环形路口的让已在路口内的机动车先行,
中华人民共和国道路交通安全法实施条例,51.3.1,"机动车通过有交通信号灯控制的交叉路口，应当按照下列规定通行：
(三)向左转弯时，靠路口中心点左侧转弯。转弯时开启转向灯；",/root/道路/交叉口,/root/基础设施/有交通信号灯,/root,/root,向左转弯时，靠路口中心点左侧转弯;转弯时开启转向灯,
中华人民共和国道路交通安全法实施条例,51.3.2,"机动车通过有交通信号灯控制的交叉路口，应当按照下列规定通行：
(三)向左转弯时，靠路口中心点左侧转弯。转弯时开启转向灯，夜间行驶开启近光灯；",/root/道路/交叉口,/root/基础设施/有交通信号灯,/root,/root/环境/夜晚,向左转弯时，靠路口中心点左侧转弯;转弯时开启转向灯;开启近光灯,
中华人民共和国道路交通安全法实施条例,51.4,"机动车通过有交通信号灯控制的交叉路口，应当按照下列规定通行：
(四)遇放行信号时，依次通过；",/root/道路/交叉口,/root/基础设施/有交通信号灯/绿灯,/root,/root,依次通过,
中华人民共和国道路交通安全法实施条例,51.5,"机动车通过有交通信号灯控制的交叉路口，应当按照下列规定通行：
(五)遇停止信号时，依次停在停止线以外。没有停止线的，停在路口以外；",/root/道路/交叉口,/root/基础设施/有交通信号灯,/root,/root,遇停止信号时，依次停在停止线以外。没有停止线的，停在路口以外,
中华人民共和国道路交通安全法实施条例,51.6,"机动车通过有交通信号灯控制的交叉路口，应当按照下列规定通行：
(六)向右转弯遇有同车道前车正在等候放行信号时，依次停车等候；",/root/道路/交叉口,/root/基础设施/有交通信号灯,/root,/root,向右转弯遇有同车道前车正在等候放行信号时，依次停车等候,
中华人民共和国道路交通安全法实施条例,51.7,"机动车通过有交通信号灯控制的交叉路口，应当按照下列规定通行：
(七)在没有方向指示信号灯的交叉路口，转弯的机动车让直行的车辆、行人先行。相对方向行驶的右转弯机动车让左转弯车辆先行。",/root/道路/交叉口,/root/基础设施/有交通信号灯,/root,/root,转弯的机动车让直行的车辆、行人先行;相对方向行驶的右转弯机动车让左转弯车辆先行,
中华人民共和国道路交通安全法实施条例,52.1,"机动车通过没有交通信号灯控制也没有交通警察指挥的交叉路口，应当遵守下列规定：
准备进入环形路口的让已在路口内的机动车先行；",/root/道路/交叉口/环形交叉口,/root/基础设施/无交通信号灯,/root/交通管理/无交通警察指挥,/root,准备进入环形路口的让已在路口内的机动车先行,
中华人民共和国道路交通安全法实施条例,52.2,"机动车通过没有交通信号灯控制也没有交通警察指挥的交叉路口，应当遵守下列规定：
向左转弯时，靠路口中心点左侧转弯。转弯时开启转向灯，夜间行驶开启近光灯；",/root/道路/交叉口,/root/基础设施/无交通信号灯,/root/交通管理/无交通警察指挥,/root,向左转弯时，靠路口中心点左侧转弯;转弯时开启转向灯;开启近光灯,
中华人民共和国道路交通安全法实施条例,52.3,"机动车通过没有交通信号灯控制也没有交通警察指挥的交叉路口，应当遵守下列规定：
(一)有交通标志、标线控制的，让优先通行的一方先行；",/root/道路/交叉口,/root/基础设施/无交通信号灯;/root/基础设施/有交通标志;/root/基础设施/有交通标线,/root/交通管理/无交通警察指挥,/root,有交通标志、标线控制的，让优先通行的一方先行,
中华人民共和国道路交通安全法实施条例,52.4,"机动车通过没有交通信号灯控制也没有交通警察指挥的交叉路口，应当遵守下列规定：
(二)没有交通标志、标线控制的，在进入路口前停车瞭望，让右方道路的来车先行；",/root/道路/交叉口,/root/基础设施/无交通信号灯;/root/基础设施/缺少交通标线/无交通标线;/root/基础设施/缺少交通标志/无交通标志,/root/交通管理/无交通警察指挥,/root,在进入路口前停车瞭望，让右方道路的来车先行,
中华人民共和国道路交通安全法实施条例,52.5,"机动车通过没有交通信号灯控制也没有交通警察指挥的交叉路口，应当遵守下列规定：
(三)转弯的机动车让直行的车辆先行；",/root/道路/交叉口,/root/基础设施/无交通信号灯,/root/交通管理/无交通警察指挥,/root,转弯的机动车让直行的车辆先行,
中华人民共和国道路交通安全法实施条例,52.6,"机动车通过没有交通信号灯控制也没有交通警察指挥的交叉路口，应当遵守下列规定：
(四)相对方向行驶的右转弯的机动车让左转弯的车辆先行。",/root/道路/交叉口,/root/基础设施/无交通信号灯,/root/交通管理/无交通警察指挥,/root,相对方向行驶的右转弯的机动车让左转弯的车辆先行,
中华人民共和国道路交通安全法实施条例,53.1,机动车遇有前方交叉路口交通阻塞时，应当依次停在路口以外等候，不得进入路口。,/root/道路/交叉口,/root,/root,/root,遇有前方交叉路口交通阻塞时，应当依次停在路口以外等候,
中华人民共和国道路交通安全法实施条例,53.2.1.1,机动车在遇有前方机动车停车排队等候时，应当依次排队，不得从前方车辆两侧穿插或者超越行驶。,/root,/root,/root,/root,遇有前方机动车停车排队等候时依次排队,机动车在遇有前方机动车停车排队等候时，从前方车辆两侧穿插或者超越行驶。
中华人民共和国道路交通安全法实施条例,53.2.1.2,机动车在遇有前方机动车停车排队等候时，应当依次排队，不得在人行横道停车等候。,/root/道路/人行横道,/root/基础设施/有交通标线/人行横道线,/root,/root,遇有前方机动车停车排队等候时依次排队,遇有前方机动车停车排队等候时停车
中华人民共和国道路交通安全法实施条例,53.2.1.3,机动车在遇有前方机动车停车排队等候时，应当依次排队，不得在网状线区域内停车等候。,/root,/root/基础设施/有交通标线/网状线,/root,/root,遇有前方机动车停车排队等候时依次排队,遇有前方机动车停车排队等候时停车
中华人民共和国道路交通安全法实施条例,53.2.2.1,机动车在遇有前方机动车缓慢行驶时，应当依次排队，不得从前方车辆两侧穿插或者超越行驶。,/root,/root,/root,/root,遇有前方机动车停车排队等候时依次排队,遇有前方机动车缓慢行驶时从前方车辆两侧穿插或者超越行驶
中华人民共和国道路交通安全法实施条例,53.2.2.2,机动车在遇有前方机动车缓慢行驶时，应当依次排队，不得在人行横道停车等候。,/root/道路/人行横道,/root/基础设施/有交通标线/人行横道线,/root,/root,遇有前方机动车缓慢行驶时依次排队,遇有前方机动车缓慢行驶时停车
中华人民共和国道路交通安全法实施条例,53.2.2.3,机动车在遇有前方机动车缓慢行驶时，应当依次排队，不得在网状线区域内停车等候。,/root,/root/基础设施/有交通标线/网状线,/root,/root,遇有前方机动车缓慢行驶时依次排队,遇有前方机动车缓慢行驶时停车
中华人民共和国道路交通安全法实施条例,53.3.1.1,机动车在车道减少的路口，遇有前方机动车停车排队等候的，应当每车道一辆依次交替驶入车道减少后的路口。,/root/道路/交叉口;/root/道路/前方车道数减少,/root,/root,/root,遇有前方机动车停车排队等候时，每车道一辆依次交替驶入车道减少后的路口,
中华人民共和国道路交通安全法实施条例,53.3.1.2,机动车在车道减少的路口，遇有前方机动车缓慢行驶的，应当每车道一辆依次交替驶入车道减少后的路口。,/root/道路/交叉口;/root/道路/前方车道数减少,/root,/root,/root,遇有前方机动车缓慢行驶时，每车道一辆依次交替驶入车道减少后的路口,
中华人民共和国道路交通安全法实施条例,53.3.2.1,机动车在车道减少的路段，遇有前方机动车停车排队等候的，应当每车道一辆依次交替驶入车道减少后的路段。,/root/道路/路段;/root/道路/前方车道数减少,/root,/root,/root,遇有前方机动车停车排队等候时，每车道一辆依次交替驶入车道减少后的路段,
中华人民共和国道路交通安全法实施条例,53.3.2.2,机动车在车道减少的路段，遇有前方机动车缓慢行驶的，应当每车道一辆依次交替驶入车道减少后的路段。,/root/道路/路段;/root/道路/前方车道数减少,/root,/root,/root,遇有前方机动车缓慢行驶的情况下，每车道一辆依次交替驶入车道减少后的路段,
中华人民共和国道路交通安全法实施条例,57.1.1,"机动车应当按照下列规定使用转向灯：
(一)向左转弯时，应当提前开启左转向灯；",/root,/root,/root,/root,向左转弯时，提前开启左转向灯,
中华人民共和国道路交通安全法实施条例,57.1.2,"机动车应当按照下列规定使用转向灯：
(一)向左变更车道时，应当提前开启左转向灯；",/root,/root,/root,/root,向左变更车道时，提前开启左转向灯,
中华人民共和国道路交通安全法实施条例,57.1.3,"机动车应当按照下列规定使用转向灯：
(一)准备超车时，应当提前开启左转向灯；",/root,/root,/root,/root,准备超车时，提前开启左转向灯,
中华人民共和国道路交通安全法实施条例,57.1.4,"机动车应当按照下列规定使用转向灯：
(一)驶离停车地点时，应当提前开启左转向灯；",/root/道路/道路停车泊位,/root,/root,/root,驶离停车地点时，提前开启左转向灯,
中华人民共和国道路交通安全法实施条例,57.1.5,"机动车应当按照下列规定使用转向灯：
(一)掉头时，应当提前开启左转向灯；",/root,/root,/root,/root,掉头时提前开启左转向灯,
中华人民共和国道路交通安全法实施条例,57.2.1,"机动车应当按照下列规定使用转向灯：
(二)向右转弯时，应当提前开启右转向灯。",/root,/root,/root,/root,向右转弯时，提前开启右转向灯,
中华人民共和国道路交通安全法实施条例,57.2.2,"机动车应当按照下列规定使用转向灯：
(二)向右变更车道时，应当提前开启右转向灯。",/root,/root,/root,/root,向右变更车道时，提前开启右转向灯,
中华人民共和国道路交通安全法实施条例,57.2.3,"机动车应当按照下列规定使用转向灯：
(二)超车完毕驶回原车道时，应当提前开启右转向灯。",/root,/root,/root,/root,超车完毕驶回原车道时，提前开启右转向灯,
中华人民共和国道路交通安全法实施条例,57.2.4,"机动车应当按照下列规定使用转向灯：
(二)靠路边停车时，应当提前开启右转向灯。",/root/道路,/root,/root,/root,靠路边停车时，提前开启右转向灯,
中华人民共和国道路交通安全法实施条例,58.1.1,机动车在夜间没有路灯、照明不良情况下行驶时，应当开启前照灯、示廓灯和后位灯，但同方向行驶的后车与前车近距离行驶时，不得使用远光灯。,/root,/root,/root,/root/环境/夜晚,开启前照灯、示廓灯和后位灯,同方向行驶的后车与前车近距离行驶时，使用远光灯
中华人民共和国道路交通安全法实施条例,58.1.2,机动车在遇有雾等低能见度情况下行驶时，应当开启前照灯、示廓灯和后位灯，但同方向行驶的后车与前车近距离行驶时，不得使用远光灯。,/root,/root,/root,/root/环境/雾天;/root/环境/低能见度,开启前照灯、示廓灯和后位灯,同方向行驶的后车与前车近距离行驶时，使用远光灯
中华人民共和国道路交通安全法实施条例,58.1.3,机动车在遇有雨等低能见度情况下行驶时，应当开启前照灯、示廓灯和后位灯，但同方向行驶的后车与前车近距离行驶时，不得使用远光灯。,/root,/root,/root,/root/环境/雨天;/root/环境/低能见度,开启前照灯、示廓灯和后位灯,同方向行驶的后车与前车近距离行驶时，使用远光灯
中华人民共和国道路交通安全法实施条例,58.1.4,机动车在遇有雪等低能见度情况下行驶时，应当开启前照灯、示廓灯和后位灯，但同方向行驶的后车与前车近距离行驶时，不得使用远光灯。,/root,/root,/root,/root/环境/雪天;/root/环境/低能见度,开启前照灯、示廓灯和后位灯,同方向行驶的后车与前车近距离行驶时，使用远光灯
中华人民共和国道路交通安全法实施条例,58.1.5,机动车在遇有沙尘等低能见度情况下行驶时，应当开启前照灯、示廓灯和后位灯，但同方向行驶的后车与前车近距离行驶时，不得使用远光灯。,/root,/root,/root,/root/环境/沙尘天;/root/环境/低能见度,开启前照灯、示廓灯和后位灯,同方向行驶的后车与前车近距离行驶时，使用远光灯
中华人民共和国道路交通安全法实施条例,58.1.6,机动车在遇有冰雹等低能见度情况下行驶时，应当开启前照灯、示廓灯和后位灯，但同方向行驶的后车与前车近距离行驶时，不得使用远光灯。,/root,/root,/root,/root/环境/冰雹天;/root/环境/低能见度,开启前照灯、示廓灯和后位灯,同方向行驶的后车与前车近距离行驶时，使用远光灯
中华人民共和国道路交通安全法实施条例,58.2,机动车雾天行驶应当开启雾灯和危险报警闪光灯。,/root,/root,/root,/root/环境/雾天,开启雾灯和危险报警闪光灯,
中华人民共和国道路交通安全法实施条例,59.1.1,机动车在夜间通过急弯时，应当交替使用远近光灯示意。,/root/道路/急转弯,/root,/root,/root/环境/夜晚,交替使用远近光灯示意,
中华人民共和国道路交通安全法实施条例,59.1.2,机动车在夜间通过坡路时，应当交替使用远近光灯示意。,/root/道路/陡坡,/root,/root,/root/环境/夜晚,交替使用远近光灯示意,
中华人民共和国道路交通安全法实施条例,59.1.3,机动车在夜间通过拱桥时，应当交替使用远近光灯示意。,/root/道路/桥梁,/root,/root,/root/环境/夜晚,交替使用远近光灯示意,
中华人民共和国道路交通安全法实施条例,59.1.4,机动车在夜间通过人行横道时，应当交替使用远近光灯示意。,/root/道路/人行横道,/root/基础设施/有交通标线/人行横道线,/root,/root/环境/夜晚,交替使用远近光灯示意,
中华人民共和国道路交通安全法实施条例,59.1.5,机动车在夜间通过没有交通信号灯控制的路口时，应当交替使用远近光灯示意。,/root/道路/交叉口,/root/基础设施/无交通信号灯,/root,/root/环境/夜晚,交替使用远近光灯示意,
中华人民共和国道路交通安全法实施条例,59.2.1,机动车驶近急弯等影响安全视距的路段以及超车或者遇有紧急情况时，应当减速慢行，并鸣喇叭示意。,/root/道路/急转弯,/root,/root,/root,减速慢行，并鸣喇叭示意,
中华人民共和国道路交通安全法实施条例,59.2.2,机动车驶近坡道顶端等影响安全视距的路段以及超车或者遇有紧急情况时，应当减速慢行，并鸣喇叭示意。,/root/道路/陡坡,/root,/root,/root,减速慢行，并鸣喇叭示意,
中华人民共和国道路交通安全法实施条例,62.1,"驾驶机动车不得有下列行为：
(四)下陡坡时熄火或者空挡滑行；",/root/道路/陡坡/下陡坡,/root,/root,/root,,下陡坡时熄火;空挡滑行
中华人民共和国道路交通安全法实施条例,62.2,"驾驶机动车不得有下列行为：
(八)在禁止鸣喇叭的区域或者路段鸣喇叭。",/root,/root/基础设施/有交通标志/禁止鸣喇叭,/root,/root,,鸣喇叭
中华人民共和国道路交通安全法实施条例,63.1.1,"机动车在道路上临时停车，应当遵守下列规定：
(一)在设有禁停标志、标线的路段，不得停车；",/root/道路,/root/基础设施/有交通标志/禁止停车;/root/基础设施/有交通标线,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.1.2,"机动车在道路上临时停车，应当遵守下列规定：
(一)在机动车道与非机动车道、人行道之间设有隔离设施的路段，不得停车；",/root/道路/路段;/root/道路/机动车道;/root/道路/非机动车道;/root/道路/人行道,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.1.3,"机动车在道路上临时停车，应当遵守下列规定：
(一)在人行横道，不得停车；",/root/道路/人行横道,/root/基础设施/有交通标线/人行横道线,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.1.4,"机动车在道路上临时停车，应当遵守下列规定：
(一)在施工地段，不得停车；",/root/道路,/root,/root/交通管理/交通事件/道路施工,/root,,停车
中华人民共和国道路交通安全法实施条例,63.2.1,"机动车在道路上临时停车，应当遵守下列规定：
(二)交叉路口不得停车；",/root/道路/交叉口,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.2.2,"机动车在道路上临时停车，应当遵守下列规定：
(二)距离交叉路口50米以内的路段，不得停车；",/root/道路/50米以内有交叉口,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.2.3,"机动车在道路上临时停车，应当遵守下列规定：
(二)铁路道口不得停车；",/root/道路/铁路道口,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.2.4,"机动车在道路上临时停车，应当遵守下列规定：
(二)距离铁路道口50米以内的路段，不得停车；",/root/道路/50米以内有铁路道口,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.2.5,"机动车在道路上临时停车，应当遵守下列规定：
(二)急弯路不得停车；",/root/道路/急转弯,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.2.6,"机动车在道路上临时停车，应当遵守下列规定：
(二)距离急弯路50米以内的路段，不得停车；",/root/道路/50米以内有急弯路,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.2.7,"机动车在道路上临时停车，应当遵守下列规定：
(二)宽度不足4米的窄路不得停车；",/root/道路/狭窄的车道,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.2.8,"机动车在道路上临时停车，应当遵守下列规定：
(二)距离宽度不足4米的窄路50米以内的路段，不得停车；",/root/道路/50米以内有宽度不足4米的窄路,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.2.9,"机动车在道路上临时停车，应当遵守下列规定：
(二)桥梁不得停车；",/root/道路/桥梁,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.2.10,"机动车在道路上临时停车，应当遵守下列规定：
(二)距离桥梁50米以内的路段，不得停车；",/root/道路/50米以内有桥梁,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.2.11,"机动车在道路上临时停车，应当遵守下列规定：
(二)陡坡不得停车；",/root/道路/陡坡,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.2.12,"机动车在道路上临时停车，应当遵守下列规定：
(二)距离陡坡50米以内的路段，不得停车；",/root/道路/50米以内有陡坡,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.2.13,"机动车在道路上临时停车，应当遵守下列规定：
(二)隧道不得停车；",/root/道路/隧道,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.2.14,"机动车在道路上临时停车，应当遵守下列规定：
(二)距离隧道50米以内的路段，不得停车；",/root/道路/50米以内有隧道,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.3.1,"机动车在道路上临时停车，应当遵守下列规定：
(三)公共汽车站以及距离上述地点30米以内的路段，除使用上述设施的以外，不得停车；",/root/道路/30米以内有公共汽车站,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.3.2,"机动车在道路上临时停车，应当遵守下列规定：
(三)急救站以及距离上述地点30米以内的路段，除使用上述设施的以外，不得停车；",/root/道路/30米以内有急救站,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.3.3,"机动车在道路上临时停车，应当遵守下列规定：
(三)加油站以及距离上述地点30米以内的路段，除使用上述设施的以外，不得停车；",/root/道路/30米以内有加油站,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.3.4,"机动车在道路上临时停车，应当遵守下列规定：
(三)消防栓以及距离上述地点30米以内的路段，除使用上述设施的以外，不得停车；",/root/道路/30米以内有消防栓,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,63.3.5,"机动车在道路上临时停车，应当遵守下列规定：
(三)消防队(站)门前以及距离上述地点30米以内的路段，除使用上述设施的以外，不得停车；",/root/道路/30米以内有消防队（站）,/root,/root,/root,,停车
中华人民共和国道路交通安全法实施条例,64,机动车行经漫水路或者漫水桥时，应当停车察明水情，确认安全后，低速通过。,/root/道路/漫水路,/root,/root,/root,停车察明水情，确认安全后，低速通过,
中华人民共和国道路交通安全法实施条例,67.1,在单位院内、居民居住区内，机动车应当低速行驶，避让行人。,/root/道路/城市道路/小区内部道路,/root,/root,/root,低速行驶，避让行人,
中华人民共和国道路交通安全法实施条例,67.2,在单位院内、居民居住区内，有限速标志的，按照限速标志行驶。,/root/道路/城市道路/小区内部道路,/root/基础设施/有交通标志/限速标志,/root,/root,按照限速标志行驶,
中华人民共和国道路交通安全法实施条例,70,因非机动车道被占用无法在本车道内行驶的非机动车，可以在受阻的路段借用相邻的机动车道行驶，并在驶过被占用路段后迅速驶回非机动车道。机动车遇此情况应当减速让行。,/root/道路/非机动车道/无法通行的非机动车道;/root/道路/机动车道,/root,/root,/root,减速让行非机动车,
中华人民共和国道路交通安全法实施条例,78.1,"高速公路应当标明车道的行驶速度，最高车速不得超过每小时120公里，最低车速不得低于每小时60公里。
在高速公路上行驶的小型载客汽车最高车速不得超过每小时120公里。",/root/道路/公路/高速公路,/root,/root,/root,,车速超过每小时120公里;车速低于每小时60公里
中华人民共和国道路交通安全法实施条例,78.2,同方向有2条车道的，左侧车道的最低车速为每小时100公里。,/root/道路/公路/高速公路;/root/道路/双车道;/root/道路/左侧车道,/root,/root,/root,,车速低于每小时100公里
中华人民共和国道路交通安全法实施条例,78.3,同方向有3条以上车道的，最左侧车道的最低车速为每小时110公里。,/root/道路/公路/高速公路;/root/道路/大于三条车道;/root/道路/左侧车道,/root,/root,/root,,车速低于每小时110公里。
中华人民共和国道路交通安全法实施条例,78.4,同方向有3条以上车道的，中间车道的最低车速为每小时90公里。,/root/道路/公路/高速公路;/root/道路/大于三条车道;/root/道路/中间车道,/root,/root,/root,,车速低于每小时90公里。
中华人民共和国道路交通安全法实施条例,78.5.1,道路限速标志标明的车速与车道行驶车速的规定不一致的，按照道路限速标志标明的车速行驶。,/root/道路/公路/高速公路,/root/基础设施/有交通标志/限速标志,/root,/root,按照道路限速标志标明的车速行驶,
中华人民共和国道路交通安全法实施条例,78.5.2,道路限速标志标明的车速与车道行驶车速的规定不一致的，按照道路限速标志标明的车速行驶。,/root/道路/城市道路/城市快速路,/root/基础设施/有交通标志/限速标志,/root,/root,按照道路限速标志标明的车速行驶,
中华人民共和国道路交通安全法实施条例,79.1.1,机动车从匝道驶入高速公路，应当开启左转向灯，在不妨碍已在高速公路内的机动车正常行驶的情况下驶入车道。,/root/道路/匝道;/root/道路/公路/高速公路,/root,/root,/root,驶入高速公路时开启左转向灯，在不妨碍已在高速公路内的机动车正常行驶的情况下驶入车道,
中华人民共和国道路交通安全法实施条例,79.1.2,机动车从匝道驶入城市快速路，应当开启左转向灯，在不妨碍已在城市快速路内的机动车正常行驶的情况下驶入车道。,/root/道路/匝道;/root/道路/城市道路/城市快速路,/root,/root,/root,驶入城市快速路时开启左转向灯，在不妨碍已在城市快速路内的机动车正常行驶的情况下驶入车道,
中华人民共和国道路交通安全法实施条例,79.2.1,机动车驶离高速公路时，应当开启右转向灯，驶入减速车道，降低车速后驶离。,/root/道路/公路/高速公路;/root/道路/机动车道/减速车道,/root,/root,/root,驶离高速公路时开启右转向灯，驶入减速车道，降低车速后驶离,
中华人民共和国道路交通安全法实施条例,79.2.2,机动车驶离城市快速路时，应当开启右转向灯，驶入减速车道，降低车速后驶离。,/root/道路/城市道路/城市快速路;/root/道路/机动车道/减速车道,/root,/root,/root,驶离城市快速路时开启右转向灯，驶入减速车道，降低车速后驶离,
中华人民共和国道路交通安全法实施条例,80.1,机动车在高速公路上行驶，车速超过每小时100公里时，应当与同车道前车保持100米以上的距离，车速低于每小时100公里时，与同车道前车距离可以适当缩短，但最小距离不得少于50米。,/root/道路/公路/高速公路,/root,/root,/root,当车速超过每小时100公里时，与同车道前车保持至少100米的距离,当车速低于每小时100公里时，与同车道前车距离少于50米
中华人民共和国道路交通安全法实施条例,80.2,机动车在城市快速路上行驶，车速超过每小时100公里时，应当与同车道前车保持100米以上的距离，车速低于每小时100公里时，与同车道前车距离可以适当缩短，但最小距离不得少于50米。,/root/道路/城市道路/城市快速路,/root,/root,/root,当车速超过每小时100公里时，与同车道前车保持至少100米的距离,当车速低于每小时100公里时，与同车道前车距离少于50米
中华人民共和国道路交通安全法实施条例,81.1.1.1,"机动车在高速公路上行驶，遇有雾等低能见度气象条件时，应当遵守下列规定：
(一)能见度小于200米时，开启雾灯、近光灯、示廓灯和前后位灯，车速不得超过每小时60公里，与同车道前车保持100米以上的距离；",/root/道路/公路/高速公路,/root,/root,/root/环境/雾天;/root/环境/低能见度/能见度小于200米,开启雾灯、近光灯、示廓灯和前后位灯;与同车道前车保持100米以上的距离,车速超过每小时60公里
中华人民共和国道路交通安全法实施条例,81.1.1.2,"机动车在城市快速路上行驶，遇有雾等低能见度气象条件时，应当遵守下列规定：
(一)能见度小于200米时，开启雾灯、近光灯、示廓灯和前后位灯，车速不得超过每小时60公里，与同车道前车保持100米以上的距离；",/root/道路/城市道路/城市快速路,/root,/root,/root/环境/雾天;/root/环境/低能见度/能见度小于200米,开启雾灯、近光灯、示廓灯和前后位灯;与同车道前车保持100米以上的距离,车速超过每小时60公里
中华人民共和国道路交通安全法实施条例,81.1.2.1,"机动车在高速公路上行驶，遇有雾等低能见度气象条件时，应当遵守下列规定：
(二)能见度小于100米时，开启雾灯、近光灯、示廓灯、前后位灯和危险报警闪光灯，车速不得超过每小时40公里，与同车道前车保持50米以上的距离；",/root/道路/公路/高速公路,/root,/root,/root/环境/雾天;/root/环境/低能见度/能见度小于100米,开启雾灯、近光灯、示廓灯、前后位灯和危险报警闪光灯;与同车道前车保持50米以上的距离,车速超过每小时40公里
中华人民共和国道路交通安全法实施条例,81.1.2.2,"机动车在城市快速路上行驶，遇有雾等低能见度气象条件时，应当遵守下列规定：
(二)能见度小于100米时，开启雾灯、近光灯、示廓灯、前后位灯和危险报警闪光灯，车速不得超过每小时40公里，与同车道前车保持50米以上的距离；",/root/道路/城市道路/城市快速路,/root,/root,/root/环境/雾天;/root/环境/低能见度/能见度小于100米,开启雾灯、近光灯、示廓灯、前后位灯和危险报警闪光灯;与同车道前车保持50米以上的距离,车速超过每小时40公里
中华人民共和国道路交通安全法实施条例,81.1.3.1,"机动车在高速公路上行驶，遇有雾等低能见度气象条件时，应当遵守下列规定：
(三)能见度小于50米时，开启雾灯、近光灯、示廓灯、前后位灯和危险报警闪光灯，车速不得超过每小时20公里，并从最近的出口尽快驶离高速公路。",/root/道路/公路/高速公路,/root,/root,/root/环境/雾天;/root/环境/低能见度/能见度小于50米,开启雾灯、近光灯、示廓灯、前后位灯和危险报警闪光灯;从最近的出口尽快驶离高速公路,车速超过每小时20公里
