esmini GIT REV: v3.0.1-0-edd82328
esmini GIT TAG: v3.0.1
esmini GIT BRANCH: tags/v3.0.1^0
esmini BUILD VERSION: 6063
Scenario File Name: scenario_0a4a0f42.xosc
Number of Vehicles: 6
Index [-], TimeStamp [s], #1 Entity_Name [-], #1 Entity_ID [-], #1 Current_Speed [m/s], #1 Wheel_Angle [deg], #1 Wheel_Rotation [-], #1 bb_x [m], #1 bb_y [m], #1 bb_z [m], #1 bb_length [m], #1 bb_width [m], #1 bb_height [m], #1 World_Position_X [m], #1 World_Position_Y [m], #1 World_Position_Z [m], #1 Vel_X [m/s], #1 Vel_Y [m/s], #1 Vel_Z [m/s], #1 Acc_X [m/s2], #1 Acc_Y [m/s2], #1 Acc_Z [m/s2], #1 Distance_Travelled_Along_Road_Segment [m], #1 Lateral_Distance_Lanem [m], #1 lane_id, #1 lane_offset[m], #1 World_Heading_Angle [rad], #1 Heading_Angle_Rate [rad/s], #1 Relative_Heading_Angle [rad], #1 Relative_Heading_Angle_Drive_Direction [rad], #1 World_Pitch_Angle [rad], #1 Road_Curvature [1/m], #1 collision_ids, #2 Entity_Name [-], #2 Entity_ID [-],#2 Current_Speed [m/s], #2 Wheel_Angle [deg], #2 Wheel_Rotation [-],#2 bb_x [m], #2 bb_y [m], #2 bb_z [m], #2 bb_length [m], #2 bb_width [m], #2 bb_height [m], #2 World_Position_X [m], #2 World_Position_Y [m], #2 World_Position_Z [m], #2 Vel_X [m/s], #2 Vel_Y [m/s], #2 Vel_Z [m/s], #2 Acc_X [m/s2], #2 Acc_Y [m/s2], #2 Acc_Z [m/s2], #2 Distance_Travelled_Along_Road_Segment [m], #2 Lateral_Distance_Lanem [m], #2 lane_id, #2 lane_offset [m], #2 World_Heading_Angle [rad], #2 Heading_Angle_Rate [rad/s], #2 Relative_Heading_Angle [rad], #2 Relative_Heading_Angle_Drive_Direction [rad], #2 World_Pitch_Angle [rad], #2 Road_Curvature [1/m], #2 collision_ids, #3 Entity_Name [-], #3 Entity_ID [-],#3 Current_Speed [m/s], #3 Wheel_Angle [deg], #3 Wheel_Rotation [-],#3 bb_x [m], #3 bb_y [m], #3 bb_z [m], #3 bb_length [m], #3 bb_width [m], #3 bb_height [m], #3 World_Position_X [m], #3 World_Position_Y [m], #3 World_Position_Z [m], #3 Vel_X [m/s], #3 Vel_Y [m/s], #3 Vel_Z [m/s], #3 Acc_X [m/s2], #3 Acc_Y [m/s2], #3 Acc_Z [m/s2], #3 Distance_Travelled_Along_Road_Segment [m], #3 Lateral_Distance_Lanem [m], #3 lane_id, #3 lane_offset [m], #3 World_Heading_Angle [rad], #3 Heading_Angle_Rate [rad/s], #3 Relative_Heading_Angle [rad], #3 Relative_Heading_Angle_Drive_Direction [rad], #3 World_Pitch_Angle [rad], #3 Road_Curvature [1/m], #3 collision_ids, #4 Entity_Name [-], #4 Entity_ID [-],#4 Current_Speed [m/s], #4 Wheel_Angle [deg], #4 Wheel_Rotation [-],#4 bb_x [m], #4 bb_y [m], #4 bb_z [m], #4 bb_length [m], #4 bb_width [m], #4 bb_height [m], #4 World_Position_X [m], #4 World_Position_Y [m], #4 World_Position_Z [m], #4 Vel_X [m/s], #4 Vel_Y [m/s], #4 Vel_Z [m/s], #4 Acc_X [m/s2], #4 Acc_Y [m/s2], #4 Acc_Z [m/s2], #4 Distance_Travelled_Along_Road_Segment [m], #4 Lateral_Distance_Lanem [m], #4 lane_id, #4 lane_offset [m], #4 World_Heading_Angle [rad], #4 Heading_Angle_Rate [rad/s], #4 Relative_Heading_Angle [rad], #4 Relative_Heading_Angle_Drive_Direction [rad], #4 World_Pitch_Angle [rad], #4 Road_Curvature [1/m], #4 collision_ids, #5 Entity_Name [-], #5 Entity_ID [-],#5 Current_Speed [m/s], #5 Wheel_Angle [deg], #5 Wheel_Rotation [-],#5 bb_x [m], #5 bb_y [m], #5 bb_z [m], #5 bb_length [m], #5 bb_width [m], #5 bb_height [m], #5 World_Position_X [m], #5 World_Position_Y [m], #5 World_Position_Z [m], #5 Vel_X [m/s], #5 Vel_Y [m/s], #5 Vel_Z [m/s], #5 Acc_X [m/s2], #5 Acc_Y [m/s2], #5 Acc_Z [m/s2], #5 Distance_Travelled_Along_Road_Segment [m], #5 Lateral_Distance_Lanem [m], #5 lane_id, #5 lane_offset [m], #5 World_Heading_Angle [rad], #5 Heading_Angle_Rate [rad/s], #5 Relative_Heading_Angle [rad], #5 Relative_Heading_Angle_Drive_Direction [rad], #5 World_Pitch_Angle [rad], #5 Road_Curvature [1/m], #5 collision_ids, #6 Entity_Name [-], #6 Entity_ID [-],#6 Current_Speed [m/s], #6 Wheel_Angle [deg], #6 Wheel_Rotation [-],#6 bb_x [m], #6 bb_y [m], #6 bb_z [m], #6 bb_length [m], #6 bb_width [m], #6 bb_height [m], #6 World_Position_X [m], #6 World_Position_Y [m], #6 World_Position_Z [m], #6 Vel_X [m/s], #6 Vel_Y [m/s], #6 Vel_Z [m/s], #6 Acc_X [m/s2], #6 Acc_Y [m/s2], #6 Acc_Z [m/s2], #6 Distance_Travelled_Along_Road_Segment [m], #6 Lateral_Distance_Lanem [m], #6 lane_id, #6 lane_offset [m], #6 World_Heading_Angle [rad], #6 Heading_Angle_Rate [rad/s], #6 Relative_Heading_Angle [rad], #6 Relative_Heading_Angle_Drive_Direction [rad], #6 World_Pitch_Angle [rad], #6 Road_Curvature [1/m], #6 collision_ids, 
1789, 1.889081, Ego, 0, 30.780000, 0.000000, 2.768363, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 65.940913, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2065.940913, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.508719, -0.029752, 0.702540, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 191.692591, -13.195000, 0.000000, 24.508719, 0.000000, 0.000000, -0.761390, 0.000000, 0.000000, 2191.692591, -13.195000, -4, -0.315000, 6.280819, -0.260500, 6.280819, -0.002366, 0.000000, 0.000000, , A2, 2, 23.164560, -0.035331, 0.410201, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 79.903252, -12.852604, 0.000000, 23.163098, 0.260260, 0.000000, -79.736582, -0.895917, 0.000000, 2079.903252, -12.852604, -4, 0.027396, 0.008543, -0.292414, 0.008543, 0.008543, 0.000000, 0.000000, , A3, 3, 31.702550, -0.019441, 5.343520, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 87.768299, -8.442556, 0.000000, 31.701449, 0.264179, 0.000000, -148.579619, -1.238163, 0.000000, 2087.768299, -8.442556, -3, 0.462444, 0.006296, -0.220144, 0.006296, 0.006296, 0.000000, 0.000000, , A4, 4, 37.171534, 0.000000, 4.466358, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 20.401061, -8.435000, 0.000000, 37.171534, 0.000000, 0.000000, -233.292539, 0.000000, 0.000000, 2020.401061, -8.435000, -3, 0.470000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 3.523028, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, 4.472721, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2004.472721, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1790, 1.890147, Ego, 0, 30.780000, 0.000000, 2.862110, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 65.973725, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2065.973725, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.507912, -0.029752, 0.777184, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 191.718717, -13.195000, 0.000000, 24.507912, 0.000000, 0.000000, -0.757464, 0.000000, 0.000000, 2191.718717, -13.195000, -4, -0.315000, 6.280542, -0.260491, 6.280542, -0.002644, 0.000000, 0.000000, , A2, 2, 23.079994, -0.035331, 0.480496, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 79.927853, -12.852327, 0.000000, 23.078537, 0.259309, 0.000000, -79.325414, -0.891297, 0.000000, 2079.927853, -12.852327, -4, 0.027673, 0.008233, -0.291347, 0.008233, 0.008233, 0.000000, 0.000000, , A3, 3, 31.544976, -0.019441, 5.439597, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 87.801924, -8.442276, 0.000000, 31.543880, 0.262866, 0.000000, -147.813456, -1.231779, 0.000000, 2087.801924, -8.442276, -3, 0.462724, 0.006063, -0.219050, 0.006063, 0.006063, 0.000000, 0.000000, , A4, 4, 36.924126, 0.000000, 4.578818, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 20.440423, -8.435000, 0.000000, 36.924126, 0.000000, 0.000000, -232.089547, 0.000000, 0.000000, 2020.440423, -8.435000, -3, 0.470000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 3.636634, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, 4.512483, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 2004.512483, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1791, 1.891208, Ego, 0, 30.780000, 0.000000, 2.955417, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 66.006382, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2066.006382, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.507101, -0.029752, 0.851476, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 191.744719, -13.195000, 0.000000, 24.507101, 0.000000, 0.000000, -0.763547, 0.000000, 0.000000, 2191.744719, -13.195000, -4, -0.315000, 6.280265, -0.260483, 6.280265, -0.002920, 0.000000, 0.000000, , A2, 2, 22.995148, -0.035331, 0.550204, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 79.952250, -12.852053, 0.000000, 22.993697, 0.258356, 0.000000, -79.962396, -0.898454, 0.000000, 2079.952250, -12.852053, -4, 0.027947, 0.007925, -0.290276, 0.007925, 0.007925, 0.000000, 0.000000, , A3, 3, 31.386881, -0.019441, 5.534745, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 87.835225, -8.441998, 0.000000, 31.385791, 0.261548, 0.000000, -149.000396, -1.241670, 0.000000, 2087.835225, -8.441998, -3, 0.463002, 0.005832, -0.217952, 0.005832, 0.005832, 0.000000, 0.000000, , A4, 4, 36.675902, 0.000000, 4.689998, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 20.479336, -8.435000, 0.000000, 36.675902, 0.000000, 0.000000, -233.953222, 0.000000, 0.000000, 2020.479336, -8.435000, -3, 0.470000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 3.749706, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, 4.552058, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2004.552058, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1792, 1.892261, Ego, 0, 30.780000, 0.000000, 3.048021, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 66.038794, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2066.038794, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.506296, -0.029752, 0.925205, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 191.770524, -13.195000, 0.000000, 24.506296, 0.000000, 0.000000, -0.764645, 0.000000, 0.000000, 2191.770524, -13.195000, -4, -0.315000, 6.279991, -0.260474, 6.279991, -0.003194, 0.000000, 0.000000, , A2, 2, 22.910822, -0.035331, 0.619133, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 79.976373, -12.851782, 0.000000, 22.909376, 0.257409, 0.000000, -80.077463, -0.899747, 0.000000, 2079.976373, -12.851782, -4, 0.028218, 0.007620, -0.289211, 0.007620, 0.007620, 0.000000, 0.000000, , A3, 3, 31.229752, -0.019441, 5.628701, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 87.868109, -8.441724, 0.000000, 31.228668, 0.260239, 0.000000, -149.214809, -1.243457, 0.000000, 2087.868109, -8.441724, -3, 0.463276, 0.005603, -0.216861, 0.005603, 0.005603, 0.000000, 0.000000, , A4, 4, 36.429195, 0.000000, 4.799598, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 20.517696, -8.435000, 0.000000, 36.429195, 0.000000, 0.000000, -234.289884, 0.000000, 0.000000, 2020.517696, -8.435000, -3, 0.470000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 3.861926, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, 4.591335, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2004.591335, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1793, 1.893283, Ego, 0, 30.780000, 0.000000, 3.137898, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 66.070251, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2066.070251, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.505506, -0.029752, 0.996761, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 191.795569, -13.195000, 0.000000, 24.505506, 0.000000, 0.000000, -0.773305, 0.000000, 0.000000, 2191.795569, -13.195000, -4, -0.315000, 6.279725, -0.260466, 6.279725, -0.003460, 0.000000, 0.000000, , A2, 2, 22.828050, -0.035331, 0.685791, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 79.999702, -12.851520, 0.000000, 22.826610, 0.256479, 0.000000, -80.984312, -0.909936, 0.000000, 2079.999702, -12.851520, -4, 0.028480, 0.007326, -0.288166, 0.007326, 0.007326, 0.000000, 0.000000, , A3, 3, 31.075522, -0.019441, 5.719442, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 87.899867, -8.441459, 0.000000, 31.074443, 0.258954, 0.000000, -150.904615, -1.257538, 0.000000, 2087.899867, -8.441459, -3, 0.463541, 0.005383, -0.215790, 0.005383, 0.005383, 0.000000, 0.000000, , A4, 4, 36.187039, 0.000000, 4.905264, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 20.554679, -8.435000, 0.000000, 36.187039, 0.000000, 0.000000, -236.943135, 0.000000, 0.000000, 2020.554679, -8.435000, -3, 0.470000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 3.970842, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, 4.629456, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2004.629456, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1794, 1.894337, Ego, 0, 30.780000, 0.000000, 3.230590, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 66.102693, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2066.102693, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.504715, -0.029752, 1.070555, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 191.821397, -13.195000, 0.000000, 24.504715, 0.000000, 0.000000, -0.750188, 0.000000, 0.000000, 2191.821397, -13.195000, -4, -0.315000, 6.279450, -0.260457, 6.279450, -0.003735, 0.000000, 0.000000, , A2, 2, 22.745239, -0.035331, 0.754287, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 80.023674, -12.851251, 0.000000, 22.743804, 0.255548, 0.000000, -78.563429, -0.882735, 0.000000, 2080.023674, -12.851251, -4, 0.028749, 0.007023, -0.287121, 0.007023, 0.007023, 0.000000, 0.000000, , A3, 3, 30.921218, -0.019441, 5.812559, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 87.932456, -8.441188, 0.000000, 30.920144, 0.257668, 0.000000, -146.393587, -1.219947, 0.000000, 2087.932456, -8.441188, -3, 0.463812, 0.005156, -0.214718, 0.005156, 0.005156, 0.000000, 0.000000, , A4, 4, 35.944766, 0.000000, 5.013509, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 20.592565, -8.435000, 0.000000, 35.944766, 0.000000, 0.000000, -229.860138, 0.000000, 0.000000, 2020.592565, -8.435000, -3, 0.470000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 4.083168, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, 4.668770, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2004.668770, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1795, 1.895399, Ego, 0, 30.780000, 0.000000, 3.323985, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 66.135381, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2066.135381, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.503909, -0.029752, 1.144907, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 191.847420, -13.195000, 0.000000, 24.503909, -0.000000, 0.000000, -0.758883, -0.000000, 0.000000, 2191.847420, -13.195000, -4, -0.315000, 6.279174, -0.260449, 6.279174, -0.004012, 0.000000, 0.000000, , A2, 2, 22.660833, -0.035331, 0.823046, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 80.047738, -12.850980, 0.000000, 22.659402, 0.254600, 0.000000, -79.473957, -0.892966, 0.000000, 2080.047738, -12.850980, -4, 0.029020, 0.006719, -0.286055, 0.006719, 0.006719, 0.000000, 0.000000, , A3, 3, 30.763941, -0.019441, 5.905906, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 87.965127, -8.440916, 0.000000, 30.762872, 0.256357, 0.000000, -148.090249, -1.234085, 0.000000, 2087.965127, -8.440916, -3, 0.464084, 0.004930, -0.213626, 0.004930, 0.004930, 0.000000, 0.000000, , A4, 4, 35.697826, 0.000000, 5.121827, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 20.630476, -8.435000, 0.000000, 35.697826, 0.000000, 0.000000, -232.524153, 0.000000, 0.000000, 2020.630476, -8.435000, -3, 0.470000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 4.196347, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, 4.708383, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2004.708383, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1796, 1.896458, Ego, 0, 30.780000, 0.000000, 3.417117, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 66.167977, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2066.167977, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.503101, -0.029752, 1.219046, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 191.873369, -13.195000, 0.000000, 24.503101, 0.000000, 0.000000, -0.762831, 0.000000, 0.000000, 2191.873369, -13.195000, -4, -0.315000, 6.278898, -0.260440, 6.278898, -0.004287, 0.000000, 0.000000, , A2, 2, 22.576227, -0.035331, 0.891355, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 80.071645, -12.850712, 0.000000, 22.574802, 0.253649, 0.000000, -79.887421, -0.897611, 0.000000, 2080.071645, -12.850712, -4, 0.029288, 0.006418, -0.284987, 0.006418, 0.006418, 0.000000, 0.000000, , A3, 3, 30.606292, -0.019441, 5.998512, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 87.997538, -8.440646, 0.000000, 30.605229, 0.255044, 0.000000, -148.860689, -1.240506, 0.000000, 2087.997538, -8.440646, -3, 0.464354, 0.004704, -0.212531, 0.004704, 0.004704, 0.000000, 0.000000, , A4, 4, 35.450301, 0.000000, 5.229089, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 20.668018, -8.435000, 0.000000, 35.450301, 0.000000, 0.000000, -233.733861, 0.000000, 0.000000, 2020.668018, -8.435000, -3, 0.470000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 4.309206, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, 4.747883, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2004.747883, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1797, 1.897526, Ego, 0, 30.780000, 0.000000, 3.511040, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 66.200850, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2066.200850, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.502291, -0.029752, 1.293813, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 191.899537, -13.195000, 0.000000, 24.502291, 0.000000, 0.000000, -0.758542, -0.000000, 0.000000, 2191.899537, -13.195000, -4, -0.315000, 6.278620, -0.260432, 6.278620, -0.004565, 0.000000, 0.000000, , A2, 2, 22.491381, -0.035331, 0.959986, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 80.095664, -12.850442, 0.000000, 22.489961, 0.252696, 0.000000, -79.438298, -0.892565, 0.000000, 2080.095664, -12.850442, -4, 0.029558, 0.006114, -0.283916, 0.006114, 0.006114, 0.000000, 0.000000, , A3, 3, 30.448197, -0.019441, 6.091422, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 88.030055, -8.440375, 0.000000, 30.447140, 0.253726, 0.000000, -148.023801, -1.233532, 0.000000, 2088.030055, -8.440375, -3, 0.464625, 0.004479, -0.211434, 0.004479, 0.004479, 0.000000, 0.000000, , A4, 4, 35.202077, 0.000000, 5.336506, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 20.705613, -8.435000, 0.000000, 35.202077, 0.000000, 0.000000, -232.419821, 0.000000, 0.000000, 2020.705613, -8.435000, -3, 0.470000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 4.423024, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, 4.787720, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2004.787720, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
1798, 1.898588, Ego, 0, 30.780000, 0.000000, 3.604435, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 66.233539, -9.365000, 0.000000, 30.780000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 2066.233539, -9.365000, -3, -0.460000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A1, 1, 24.501480, -0.029752, 1.368158, 1.500000, 0.000000, 0.900000, 17.580000, 2.500000, 1.800000, 191.925558, -13.195000, 0.000000, 24.501480, 0.000000, 0.000000, -0.763904, 0.000000, 0.000000, 2191.925558, -13.195000, -4, -0.315000, 6.278343, -0.260423, 6.278343, -0.004842, 0.000000, 0.000000, , A2, 2, 22.406416, -0.035331, 1.027974, 1.500000, 0.000000, 0.900000, 17.379999, 2.500000, 1.800000, 80.119458, -12.850175, 0.000000, 22.405002, 0.251742, 0.000000, -79.999777, -0.898874, 0.000000, 2080.119458, -12.850175, -4, 0.029825, 0.005814, -0.282844, 0.005814, 0.005814, 0.000000, 0.000000, , A3, 3, 30.289879, -0.019441, 6.183330, 1.500000, 0.000000, 0.900000, 5.050000, 1.820000, 1.800000, 88.062222, -8.440106, 0.000000, 30.288827, 0.252407, 0.000000, -149.070052, -1.242250, 0.000000, 2088.062222, -8.440106, -3, 0.464894, 0.004255, -0.210334, 0.004255, 0.004255, 0.000000, 0.000000, , A4, 4, 34.953503, 0.000000, 5.442565, 1.500000, 0.000000, 0.900000, 4.950000, 1.920000, 1.800000, 20.742734, -8.435000, 0.000000, 34.953503, 0.000000, 0.000000, -234.062593, 0.000000, 0.000000, 2020.742734, -8.435000, -3, 0.470000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , A5, 5, 37.300000, 0.000000, 4.536203, 1.500000, 0.000000, 0.900000, 5.560000, 2.020000, 1.800000, 4.827332, -5.165000, 0.000000, 37.300000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2004.827332, -5.165000, -2, -0.280000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
